"","Age","Flight.Distance","Inflight.wifi.service","Departure.Arrival.time.convenient","Ease.of.Online.booking","Gate.location","Food.and.drink","Online.boarding","Seat.comfort","Inflight.entertainment","On.board.service","Leg.room.service","Baggage.handling","Checkin.service","Inflight.service","Cleanliness","Departure.Delay.in.Minutes","Arrival.Delay.in.Minutes","dum_Gender","dum_Customer","dum_Class","dum_satisfaction"
"73944",51,356,4,1,4,4,5,3,4,1,1,4,1,2,1,2,0,0,0,1,0,1
"73952",65,502,4,4,4,3,4,4,5,3,3,4,2,5,3,5,0,1,1,1,2,0
"73955",61,1303,2,4,2,4,1,2,3,1,4,4,3,3,4,1,0,0,1,1,0,0
"73963",24,331,1,3,1,5,3,1,3,3,2,3,3,4,4,3,0,0,0,1,1,0
"73964",69,1269,2,4,2,3,2,4,5,3,3,2,3,5,3,3,4,0,0,1,0,0
"73965",21,524,2,4,2,5,4,2,5,4,3,4,4,3,5,4,9,11,0,1,0,0
"73966",29,1790,2,5,2,3,5,2,5,5,5,2,4,3,5,5,1,0,0,1,0,0
"73973",17,666,3,5,3,5,2,3,4,2,4,4,4,4,5,2,0,0,1,1,0,0
"73974",53,862,2,4,2,3,5,4,4,5,5,2,5,3,5,4,0,0,0,1,0,0
"73983",61,964,3,5,3,4,2,5,4,2,2,3,2,4,2,4,5,5,0,1,0,0
"73987",50,1217,3,5,3,1,4,3,1,4,5,3,3,2,2,4,0,1,1,1,0,0
"73993",13,630,3,4,3,1,4,3,4,4,5,5,2,2,3,4,0,3,0,1,0,0
"73997",48,1235,2,5,2,1,2,2,1,2,4,5,4,5,5,2,0,0,1,1,0,0
"73999",25,641,4,1,4,3,5,4,5,5,2,4,4,2,3,5,0,0,1,1,0,0
"74001",62,547,2,1,2,3,3,3,2,3,3,2,4,2,3,4,0,0,0,1,1,0
"74021",34,764,3,5,3,3,5,3,5,5,4,2,4,3,5,5,6,0,1,1,0,0
"74026",34,404,2,2,2,3,2,2,2,2,1,2,2,4,3,2,7,11,0,1,1,0
"74029",65,558,3,4,3,3,1,3,3,5,5,3,5,2,5,3,0,0,0,1,1,0
"74041",35,669,2,5,2,2,2,2,2,2,4,2,5,3,5,2,0,0,1,1,0,0
"74044",15,746,1,5,1,4,4,1,4,4,4,5,4,4,5,4,1,0,1,1,0,0
"74045",32,224,3,4,3,3,5,3,5,5,1,5,4,2,3,5,0,0,0,1,0,0
"74055",23,192,2,4,2,3,1,2,1,1,4,3,4,4,4,1,9,0,1,1,0,0
"74060",49,397,4,4,4,3,1,4,1,1,4,3,5,1,3,1,17,8,1,1,0,1
"74069",7,2556,3,5,3,1,3,3,3,3,5,5,3,3,4,3,0,0,0,1,0,0
"74085",12,2136,1,4,1,2,3,1,3,3,3,5,3,5,4,3,11,0,0,1,0,0
"74089",24,2475,1,3,1,3,1,5,5,1,5,3,4,5,2,5,0,0,1,1,0,0
"74097",11,573,2,2,2,3,4,2,4,4,1,2,3,3,4,4,0,0,0,1,1,0
"74102",61,399,1,4,1,3,3,1,3,3,3,5,5,5,5,3,0,0,1,1,0,0
"74103",17,2565,4,4,4,1,3,4,2,3,4,3,4,1,4,3,0,0,0,1,0,0
"74108",7,669,2,2,2,4,4,2,4,4,2,5,3,2,4,4,0,0,1,1,2,0
"74112",7,733,2,5,2,4,2,2,2,2,4,4,5,2,5,2,0,0,0,1,0,0
"74113",41,723,1,4,1,2,5,1,5,5,2,1,1,3,4,5,0,0,1,1,0,0
"74115",48,529,2,4,2,1,5,4,5,3,3,2,2,3,3,3,0,0,0,1,1,0
"74116",31,516,4,4,4,4,3,4,5,3,4,3,4,2,4,3,0,0,1,1,0,0
"74118",17,306,3,4,3,5,5,3,5,5,4,4,5,3,4,5,7,3,1,1,0,0
"74121",63,624,4,4,4,5,5,4,5,5,5,4,4,4,4,5,0,0,1,1,0,0
"74122",64,404,1,4,1,3,4,4,5,3,3,1,3,4,3,4,2,0,1,1,2,0
"74137",7,833,3,2,3,4,4,3,2,4,1,2,4,2,3,4,0,0,0,1,0,0
"74140",57,1069,3,5,3,2,3,5,4,2,2,3,2,5,2,5,20,8,0,1,1,0
"74148",41,626,2,5,1,3,1,4,2,5,5,1,5,4,5,5,0,0,1,1,2,0
"74150",30,583,2,4,2,1,2,2,2,2,5,5,5,3,5,2,0,0,0,1,0,0
"74161",41,598,3,2,3,3,4,3,4,4,3,2,4,2,3,4,0,0,0,1,0,0
"74163",66,353,3,2,3,4,2,3,2,2,2,2,4,2,4,2,0,0,1,1,0,0
"74168",44,570,2,5,2,3,5,4,5,4,4,2,4,5,4,5,0,0,0,1,0,0
"74176",60,1050,4,5,4,3,2,5,5,3,3,4,3,3,3,3,0,0,0,1,0,1
"74178",53,721,2,5,2,1,5,2,5,5,4,3,3,1,1,5,0,0,1,1,0,0
"74186",17,391,5,4,5,3,5,5,5,5,4,2,5,5,5,5,13,6,0,1,0,1
"74189",43,1084,3,5,3,3,2,4,5,1,1,3,1,5,1,3,4,7,0,1,0,0
"74193",68,89,2,4,2,1,2,2,4,2,2,5,4,3,5,2,0,0,1,1,0,0
"74207",16,570,1,5,1,2,2,1,2,2,3,4,5,5,4,2,3,0,1,1,0,0
"74212",37,929,3,5,3,5,4,3,4,4,4,4,2,4,1,4,0,6,0,1,0,0
"74214",27,1814,2,4,2,4,2,2,2,2,1,2,2,1,4,2,3,0,1,1,0,0
"74216",57,1097,3,4,4,1,5,4,4,2,2,4,2,3,2,5,0,0,0,1,0,0
"74218",63,399,2,3,2,4,1,2,1,1,5,3,2,1,4,1,0,0,1,1,0,0
"74220",18,411,2,5,2,3,2,2,2,2,5,3,4,5,4,2,2,0,0,1,0,0
"74232",29,937,2,3,2,4,5,2,5,5,1,5,3,4,3,5,5,0,1,1,0,0
"74236",40,1076,2,4,2,3,2,2,2,2,2,2,4,1,4,2,0,0,1,1,0,0
"74241",13,522,3,5,3,3,3,3,5,3,5,4,5,3,5,3,3,0,0,1,0,0
"74245",31,251,1,5,1,3,4,1,4,4,3,3,5,3,4,4,0,0,0,1,2,0
"74246",35,239,5,4,5,5,3,5,3,3,5,3,4,5,4,3,0,2,0,1,0,1
"74250",8,140,2,5,2,3,5,2,5,5,5,5,5,1,3,5,0,0,1,1,1,0
"74253",54,867,5,4,5,2,3,5,4,4,4,5,1,5,4,3,0,0,0,1,0,1
"74254",24,862,1,4,1,1,4,1,5,4,4,5,5,3,4,4,0,4,1,1,0,0
"74256",49,583,1,4,1,3,2,5,5,2,2,1,2,3,2,5,0,1,0,1,0,0
"74257",64,2586,3,2,3,3,4,4,4,2,2,3,2,1,2,2,0,0,0,1,0,0
"74259",52,236,2,5,2,1,4,5,1,2,2,2,2,4,2,2,11,10,0,1,0,0
"74260",13,2611,3,3,2,3,4,2,4,4,4,1,3,1,3,4,0,0,0,1,0,0
"74264",39,337,3,3,3,3,5,3,5,5,4,3,3,4,4,5,10,9,1,1,0,0
"74266",67,270,5,1,5,4,4,3,4,1,1,5,1,2,1,4,0,0,0,1,0,1
"74271",57,1222,3,4,3,1,4,3,5,4,1,5,1,5,1,4,30,4,1,1,0,0
"74274",65,517,2,5,2,3,1,2,1,1,4,5,1,2,2,1,0,0,1,1,0,0
"74277",44,327,3,3,3,4,4,3,4,4,3,3,4,3,4,4,15,6,1,1,0,0
"74281",8,1107,2,4,2,4,1,2,1,1,4,2,5,4,5,1,0,0,1,1,0,0
"74283",49,692,5,1,5,4,4,4,4,1,1,5,1,1,1,4,0,0,1,1,2,1
"74285",15,1042,2,3,2,4,2,2,3,2,4,1,4,2,4,2,0,0,1,1,0,0
"74291",36,302,4,4,4,3,2,5,4,3,3,4,3,5,3,4,0,0,0,1,2,0
"74293",51,972,3,5,4,1,4,4,5,5,5,4,5,3,5,3,0,0,0,1,0,0
"74297",62,429,4,2,4,3,5,4,3,5,5,4,5,4,5,2,0,0,0,1,0,1
"74300",48,421,2,3,2,2,2,1,1,2,2,2,5,5,2,1,4,3,0,1,0,0
"74303",24,226,1,5,1,4,5,1,5,5,4,5,5,4,4,5,0,0,0,1,0,0
"74304",35,2139,3,5,3,3,2,3,2,2,5,2,5,5,5,2,0,0,1,1,0,0
"74312",39,1037,2,3,2,3,3,2,3,3,2,2,2,1,2,3,0,0,1,1,1,0
"74313",13,110,3,1,3,4,3,3,3,3,3,3,3,2,3,3,0,0,1,1,1,0
"74315",49,214,2,4,2,1,3,5,5,3,3,2,2,4,3,4,0,0,0,1,0,0
"74325",28,239,3,1,3,4,2,3,5,2,2,4,4,2,3,2,4,0,0,1,0,0
"74326",56,606,1,4,1,3,5,1,3,5,3,2,5,4,5,5,0,0,1,1,0,0
"74327",11,587,1,4,1,1,5,1,5,5,4,2,4,5,5,5,0,4,0,1,0,0
"74332",53,748,2,4,2,2,1,4,1,5,5,2,5,4,5,1,12,0,0,1,0,0
"74335",67,1607,2,4,2,1,4,2,3,4,4,2,3,5,5,4,0,0,1,1,0,0
"74357",62,834,3,4,3,4,3,5,4,5,5,3,5,4,5,4,0,12,0,1,0,0
"74369",52,235,2,3,2,4,2,4,4,1,1,2,1,5,1,2,0,0,0,1,0,0
"74381",61,762,2,5,1,4,2,1,2,2,3,3,5,3,4,2,0,0,1,1,0,0
"74383",20,197,4,4,4,3,1,4,1,1,5,5,5,3,5,1,6,0,1,1,0,1
"74384",26,337,1,1,1,3,2,1,2,2,3,3,3,4,3,2,0,0,1,1,1,0
"74386",54,696,2,4,2,1,5,2,5,5,4,4,4,5,5,5,0,0,1,1,0,0
"74393",66,271,4,2,4,2,3,2,2,3,3,4,3,4,3,3,0,0,0,1,0,0
"74397",68,1744,2,3,2,3,3,3,3,5,5,2,5,1,5,3,9,0,0,1,0,0
"74399",28,689,1,4,1,2,1,1,1,1,5,5,4,5,4,1,1,0,0,1,0,0
"74403",37,1444,3,2,3,3,5,3,5,5,4,2,3,1,3,5,22,8,0,1,0,0
"74404",32,368,4,5,4,1,1,4,1,1,5,4,3,1,4,1,0,0,0,1,0,0
"74407",64,1242,2,5,2,3,4,3,5,2,2,2,2,4,2,3,0,0,0,1,0,0
"74408",50,227,3,5,3,3,5,3,3,5,4,5,5,5,4,5,0,0,1,1,0,0
"74414",68,401,4,4,3,3,5,3,5,5,5,2,5,4,5,5,0,2,1,1,0,0
"74418",21,628,3,3,3,3,5,3,2,5,4,2,4,1,3,5,0,0,0,1,0,0
"74429",9,333,3,3,3,3,3,3,4,3,4,2,3,4,3,3,0,0,1,1,0,0
"74436",10,1021,3,3,3,4,3,3,3,3,2,4,2,5,3,3,2,0,1,1,0,0
"74438",66,1416,3,2,3,3,2,4,3,5,5,3,3,2,5,4,6,12,0,1,0,0
"74451",11,283,1,5,1,4,3,1,3,3,3,3,5,5,5,3,1,2,0,1,0,0
"74454",40,1590,3,4,3,5,3,3,3,3,3,3,4,3,5,3,18,7,1,1,0,0
"74455",45,323,2,4,2,5,1,2,1,1,4,5,1,3,3,1,0,0,1,1,0,0
"74458",70,2075,3,4,3,4,4,3,2,4,3,2,4,5,4,4,0,0,1,1,0,0
"74461",66,590,1,4,1,1,2,4,5,5,5,1,5,4,5,3,0,2,0,1,1,0
"74472",37,1235,3,2,3,4,5,3,5,5,1,2,4,3,3,5,0,0,0,1,0,0
"74479",60,258,4,3,4,3,2,3,4,2,2,4,2,3,2,2,0,0,0,1,1,0
"74482",58,594,2,4,2,4,4,4,3,2,2,2,1,3,2,4,0,2,0,1,0,0
"74486",14,413,2,1,2,3,5,2,5,5,4,1,3,3,3,5,0,0,0,1,0,0
"74487",38,1726,3,5,3,2,5,3,3,5,5,5,5,5,4,5,0,0,1,1,0,0
"74491",45,577,2,4,2,1,4,5,5,2,2,2,2,5,2,5,0,0,0,1,0,0
"74494",24,258,1,4,1,5,3,1,4,3,5,5,4,4,2,3,1,0,1,1,0,0
"74496",40,1290,2,4,2,1,4,2,4,4,5,3,4,3,5,4,8,0,1,1,1,0
"74498",34,328,2,2,3,2,5,3,5,5,1,4,3,2,3,5,16,7,1,1,0,0
"74503",20,1195,2,4,2,3,3,2,3,3,4,5,5,4,5,3,0,0,0,1,0,0
"74505",19,632,3,1,3,3,2,3,3,2,2,3,4,3,3,2,0,0,1,1,0,0
"74507",63,416,3,3,3,1,5,3,1,3,3,3,3,1,3,5,0,0,0,1,0,0
"74513",34,250,2,4,2,2,4,2,4,4,3,5,4,3,5,4,0,0,1,1,0,0
"74519",57,106,5,4,5,1,4,5,4,5,5,5,5,3,5,5,0,0,0,1,0,1
"74532",51,991,4,4,4,3,3,5,5,4,4,4,3,5,4,3,0,0,0,1,1,0
"74543",10,201,2,4,2,4,5,2,5,5,2,4,3,4,4,5,0,0,1,1,1,0
"74550",42,251,2,5,2,2,2,2,2,2,5,2,5,5,5,2,0,0,1,1,0,0
"74554",39,404,4,2,4,3,5,4,5,5,2,5,3,3,4,5,0,0,1,1,0,0
"74557",34,231,3,4,3,4,1,3,5,1,4,5,4,4,4,1,4,0,1,1,0,0
"74558",15,1334,4,5,4,3,5,4,5,5,5,4,3,4,5,5,0,0,1,1,1,0
"74561",47,1005,3,2,3,3,5,4,4,5,5,3,3,3,5,3,14,6,0,1,0,0
"74562",10,930,1,4,1,2,3,1,3,3,3,2,5,4,4,3,0,0,1,1,0,0
"74564",21,160,2,4,2,4,3,2,3,3,4,2,4,4,5,3,0,0,0,1,0,0
"74569",67,337,2,4,2,2,2,2,2,2,4,3,4,4,4,2,9,0,1,1,0,0
"74574",19,2583,3,4,3,3,2,3,2,2,2,2,2,4,4,2,0,0,1,1,0,0
"74575",47,1050,2,1,2,4,3,2,3,3,2,2,4,2,4,3,1,0,1,1,0,0
"74577",11,294,1,4,1,3,3,1,3,3,4,5,4,4,4,3,0,0,1,1,0,0
"74579",50,550,4,3,4,3,3,3,3,3,3,4,3,4,3,1,0,7,0,1,0,0
"74587",58,577,2,4,2,2,4,4,4,5,5,2,2,5,5,4,1,0,0,1,0,0
"74595",48,461,1,3,1,3,2,3,4,1,1,1,1,3,1,4,0,0,0,1,0,0
"74605",36,1087,4,4,4,3,4,4,1,4,3,3,3,3,4,4,0,0,0,1,0,0
"74606",17,1035,3,4,3,1,5,3,5,5,5,3,4,4,4,5,0,0,1,1,0,0
"74611",35,260,2,3,2,2,4,2,4,4,5,5,2,2,1,4,0,0,1,1,0,0
"74615",46,1947,3,4,3,4,3,3,4,3,3,5,4,4,4,3,0,0,1,1,0,0
"74626",19,776,4,5,5,4,1,5,1,1,5,4,1,3,3,1,0,0,1,1,0,0
"74634",42,983,4,5,3,4,3,1,2,5,5,3,5,3,5,2,0,0,0,1,0,1
"74636",17,1107,2,5,2,4,3,2,3,3,1,1,2,3,4,3,0,0,0,1,0,0
"74652",37,236,2,4,2,4,3,2,3,3,2,3,3,3,4,3,0,0,1,1,0,0
"74653",7,526,3,4,3,1,2,3,4,2,5,4,4,5,5,2,0,0,1,1,0,0
"74659",17,337,3,5,3,5,2,3,2,2,4,4,4,4,4,2,0,2,1,1,0,0
"74660",22,127,2,4,2,3,2,2,2,2,4,3,2,1,5,2,0,0,0,1,0,0
"74661",60,481,1,2,1,3,4,3,3,3,3,1,3,4,3,3,0,2,0,1,0,0
"74663",13,647,2,1,2,3,1,2,1,1,4,3,2,3,2,1,16,5,1,1,0,0
"74665",31,689,1,5,2,1,1,2,1,1,4,3,4,4,4,1,0,0,1,1,0,0
"74671",46,861,1,5,1,3,4,5,5,3,3,1,5,4,3,4,0,0,0,1,0,0
"74677",53,399,2,5,2,3,2,5,5,4,4,2,4,4,4,5,0,0,0,1,1,0
"74684",11,738,2,4,2,2,4,2,4,4,3,4,5,4,5,4,8,1,0,1,0,0
"74686",59,1197,1,5,1,1,4,3,5,2,2,1,5,4,2,3,0,0,0,1,0,0
"74691",55,1728,1,4,1,4,2,3,5,1,1,1,1,3,1,5,10,0,0,1,0,0
"74692",18,347,5,4,5,2,2,5,2,2,5,4,4,5,5,2,0,0,1,1,0,1
"74694",45,235,1,4,1,4,1,1,2,1,4,5,5,3,4,1,0,0,1,1,0,0
"74695",11,377,2,2,2,3,1,2,1,1,4,1,3,4,4,1,4,2,0,1,1,0
"74697",54,479,2,5,2,1,1,3,2,4,4,2,4,4,4,5,0,0,0,1,0,0
"74700",12,223,3,3,3,4,4,3,4,4,3,4,3,3,4,4,13,6,0,1,0,0
"74712",62,328,2,2,2,5,3,4,5,2,2,2,2,3,2,4,0,0,0,1,0,0
"74719",41,2296,3,5,3,4,3,2,2,3,2,4,5,2,3,2,5,10,1,1,0,0
"74731",51,2300,2,4,2,2,2,5,4,1,1,2,1,3,1,5,8,1,0,1,0,0
"74734",36,627,1,5,1,2,3,1,3,3,3,4,4,3,4,3,4,3,0,1,0,0
"74743",62,266,4,5,4,3,4,4,5,3,3,4,3,5,3,5,0,4,0,1,0,0
"74744",49,236,2,4,2,3,4,4,5,4,4,2,4,3,4,5,0,0,0,1,0,0
"74750",24,1428,4,4,4,4,2,4,2,2,1,5,4,1,3,2,0,0,0,1,0,1
"74752",70,472,2,5,2,1,2,2,3,2,4,4,4,3,5,2,3,10,1,1,0,0
"74756",53,948,5,1,5,2,2,5,2,2,2,1,1,3,1,2,0,0,1,1,0,1
"74780",24,160,1,3,1,2,3,1,5,3,3,5,5,1,1,3,0,0,0,1,0,0
"74781",7,373,3,2,3,3,1,3,1,1,2,1,3,3,3,1,6,1,0,1,0,0
"74786",44,2165,3,5,3,1,5,4,4,3,3,3,3,5,3,4,0,0,0,1,0,0
"74788",46,843,1,5,1,3,3,1,3,3,1,2,2,3,3,3,0,0,1,1,0,0
"74795",58,523,3,4,3,4,5,3,5,5,5,4,5,5,5,5,1,0,1,1,0,0
"74799",30,694,1,4,1,3,5,1,5,5,3,2,5,3,4,5,0,0,0,1,0,0
"74801",54,1464,2,3,2,3,5,2,5,5,2,3,4,2,4,5,13,1,1,1,0,0
"74832",23,2026,1,4,2,1,4,2,3,4,3,5,3,4,5,4,0,0,0,1,0,0
"74836",65,533,1,4,1,3,4,4,4,4,4,1,1,3,4,4,4,0,0,1,0,0
"74846",59,2565,3,2,3,3,4,3,4,4,2,1,4,4,3,4,15,0,1,1,0,0
"74848",7,989,1,4,1,4,5,1,5,5,3,2,4,3,4,5,0,0,1,1,0,0
"74850",45,630,2,4,1,4,2,1,2,2,3,4,4,4,5,2,0,1,1,1,0,0
"74860",56,1737,4,5,4,5,1,4,1,1,4,5,5,4,5,1,0,0,1,1,0,0
"74875",43,1788,1,5,1,1,3,3,5,3,3,1,3,4,3,3,0,0,0,1,2,0
"74882",10,406,2,4,2,3,5,2,5,5,3,2,4,5,5,5,0,0,1,1,0,0
"74883",43,1444,2,1,2,4,1,2,3,2,2,2,2,1,2,2,11,2,0,1,0,0
"74884",69,590,1,3,1,4,1,1,1,1,4,5,4,2,4,1,2,1,1,1,1,0
"74893",17,451,2,3,2,1,2,2,2,2,1,3,3,1,4,2,0,0,0,1,1,0
"74896",9,523,4,5,4,2,4,4,4,4,4,5,5,5,4,4,0,0,1,1,0,0
"74898",42,919,4,4,3,1,1,3,1,1,3,5,4,5,5,1,0,0,1,1,0,0
"74914",14,289,2,4,2,4,2,2,2,2,3,3,4,4,5,2,0,0,1,1,0,0
"74915",44,507,4,4,4,2,5,4,4,5,5,4,5,3,5,5,0,0,0,1,0,1
"74917",36,2614,1,3,1,4,2,1,2,2,2,4,2,1,3,2,0,0,1,1,1,0
"74919",34,224,2,4,2,1,3,2,3,3,5,4,5,5,5,3,0,0,1,1,0,0
"74935",11,589,2,5,2,3,2,2,2,2,4,2,5,5,5,2,0,0,1,1,0,0
"74938",20,373,2,4,2,3,2,2,2,2,3,4,5,3,4,2,0,0,0,1,2,0
"74946",43,404,1,4,1,4,3,4,5,4,4,1,4,3,4,5,0,0,1,1,2,0
"74950",54,1535,2,2,2,3,5,2,5,5,4,1,2,3,2,5,0,0,1,1,0,0
"74951",59,235,3,4,3,3,5,3,5,5,3,1,5,4,5,5,0,0,1,1,0,0
"74952",7,728,4,3,4,5,3,4,3,3,4,4,3,5,3,3,0,0,0,1,1,0
"74953",40,347,3,4,5,5,2,5,2,2,5,5,5,4,5,2,2,0,0,1,1,0
"74954",49,972,2,5,2,5,5,2,5,5,4,4,5,4,4,5,0,0,1,1,0,0
"74958",17,289,4,5,3,1,5,3,5,5,5,3,5,4,4,5,0,0,0,1,2,0
"74964",34,363,4,4,2,1,4,2,4,4,4,5,4,5,5,4,0,0,1,1,0,1
"74965",67,237,4,4,4,2,1,4,4,3,3,4,3,3,3,5,0,0,1,1,2,0
"74969",62,1919,5,4,5,4,3,4,4,1,1,5,4,4,1,5,0,0,0,1,0,1
"74974",33,547,1,3,1,4,1,1,2,1,1,5,2,4,3,1,7,12,0,1,0,0
"74978",68,1069,4,4,3,4,1,4,3,3,3,3,3,2,3,4,11,0,0,1,0,0
"74996",49,802,3,3,3,3,3,5,4,3,3,3,4,4,3,3,0,0,0,1,0,0
"75000",26,1460,2,4,2,2,2,2,2,2,4,2,5,4,5,2,0,0,1,1,0,0
"75005",34,432,4,4,4,5,5,4,4,5,3,1,2,2,4,5,0,0,0,1,0,0
"75008",38,500,1,4,1,3,2,1,2,2,4,1,3,4,3,2,20,11,1,1,0,0
"75010",66,414,1,4,1,4,2,1,5,2,3,1,4,2,4,2,0,0,1,1,1,0
"75013",24,1325,1,5,1,3,3,1,3,3,5,5,4,4,4,3,10,8,0,1,0,0
"75015",37,508,5,5,1,4,3,1,3,3,1,4,2,5,3,3,0,0,0,1,0,1
"75020",16,1076,4,1,4,1,5,4,5,5,3,5,2,1,1,5,9,0,0,1,0,1
"75021",70,701,3,5,2,1,3,5,5,5,5,2,5,5,5,5,0,0,0,1,0,0
"75025",37,554,2,5,2,5,2,2,1,2,3,2,4,3,5,2,0,0,0,1,0,0
"75031",39,867,1,1,1,3,1,1,1,1,2,4,4,4,4,1,0,0,1,1,0,0
"75037",15,102,2,5,2,5,2,2,2,2,5,2,5,4,5,2,1,5,0,1,0,0
"75038",32,451,2,5,2,2,3,2,3,3,1,4,3,2,2,3,9,9,1,1,0,0
"75042",36,1259,2,4,2,4,1,2,1,1,5,4,5,5,5,1,0,0,1,1,0,0
"75048",30,647,2,4,2,1,2,2,2,2,4,1,2,5,3,2,15,0,1,1,0,0
"75057",13,236,2,4,2,4,5,2,5,5,4,4,5,5,4,5,0,0,0,1,0,0
"75059",33,262,4,5,4,2,2,4,2,2,1,3,2,2,3,2,0,0,0,1,0,1
"75067",44,1142,3,5,3,3,4,4,3,1,1,3,1,1,1,1,0,0,0,1,2,0
"75072",25,509,3,4,3,3,1,3,1,1,1,4,5,4,1,1,0,0,0,1,1,0
"75078",40,89,4,4,4,4,2,4,2,2,3,2,5,3,4,2,0,0,0,1,0,0
"75081",11,833,3,1,3,3,1,3,1,1,1,1,3,3,2,1,0,0,0,1,0,0
"75083",52,828,3,3,2,2,5,2,2,5,4,3,2,4,3,5,0,0,1,1,0,0
"75088",19,1009,3,5,3,1,1,3,2,1,5,2,4,3,4,1,0,0,0,1,0,0
"75089",20,669,3,4,3,3,4,3,4,4,5,4,5,4,5,4,0,0,1,1,1,0
"75090",47,102,4,5,4,3,5,4,4,1,1,4,1,4,1,5,0,2,0,1,0,0
"75097",41,1389,3,5,3,2,3,3,3,3,3,1,5,3,4,3,12,0,0,1,0,0
"75101",67,328,1,1,1,3,4,3,3,5,5,1,5,4,5,3,0,0,0,1,0,0
"75103",62,589,4,4,4,2,2,4,2,2,5,5,4,3,4,2,16,0,1,1,0,1
"75108",11,447,2,5,2,1,2,2,2,2,4,5,4,5,5,2,0,4,1,1,0,0
"75116",51,356,3,4,3,2,2,3,4,2,4,5,4,3,4,2,0,2,1,1,0,0
"75126",22,1635,1,1,1,4,2,1,2,2,4,1,2,2,3,2,0,0,0,1,1,0
"75141",31,612,5,4,5,3,1,5,1,1,1,2,3,2,2,1,14,0,1,1,0,1
"75144",49,842,4,1,4,3,5,4,5,5,3,2,4,4,3,5,0,0,1,1,0,1
"75150",65,1028,4,4,4,3,5,4,5,2,2,4,2,3,2,3,0,0,0,1,0,0
"75159",8,96,1,5,1,4,5,1,2,5,4,3,4,3,4,5,0,0,0,1,0,0
"75161",61,795,2,5,1,2,4,5,4,3,3,1,3,3,3,4,30,11,0,1,0,0
"75167",27,175,4,5,4,5,4,4,4,4,5,3,5,5,5,4,0,0,0,1,1,0
"75170",45,258,2,3,2,2,4,2,4,4,4,1,3,1,3,4,17,10,1,1,0,0
"75174",46,515,3,5,3,2,2,4,5,1,1,3,1,4,1,3,0,0,0,1,0,0
"75175",63,587,1,5,1,3,4,4,4,1,1,1,1,5,1,4,0,0,0,1,0,0
"75177",63,113,4,4,4,3,1,2,3,3,3,4,5,3,3,4,0,0,0,1,0,1
"75181",37,936,2,3,2,3,5,2,5,5,2,1,4,4,4,5,1,0,0,1,0,0
"75182",33,409,3,5,3,5,2,3,2,2,5,2,4,5,5,2,18,12,1,1,0,0
"75197",35,550,3,3,3,3,5,3,5,5,3,4,4,3,4,5,9,0,1,1,0,0
"75201",37,952,2,3,2,4,3,2,4,3,2,4,3,5,4,3,1,0,0,1,0,0
"75205",48,268,2,2,2,3,4,4,3,2,2,2,2,1,2,3,0,0,0,1,0,0
"75208",9,429,2,3,5,4,5,5,5,5,2,3,3,1,2,5,0,0,1,1,0,0
"75213",8,304,1,4,1,5,1,1,1,1,5,4,4,4,4,1,0,0,0,1,0,0
"75230",60,280,4,4,4,1,1,2,3,3,3,4,3,3,3,4,0,0,0,1,2,0
"75235",65,432,2,4,2,3,2,2,2,2,4,5,4,3,2,2,2,0,1,1,0,0
"75237",45,304,2,5,2,4,3,2,2,3,3,2,4,4,5,3,0,0,1,1,0,0
"75245",55,3302,2,3,3,3,3,5,3,4,5,5,2,3,1,3,0,0,1,1,0,0
"75250",59,944,2,4,2,4,3,2,3,3,2,1,3,3,4,3,0,0,1,1,0,0
"75255",57,817,1,4,2,4,5,4,4,1,1,2,1,4,1,1,0,0,0,1,0,0
"75258",45,255,4,4,4,1,4,3,5,3,3,4,3,3,3,5,0,0,0,1,0,1
"75260",38,119,2,1,2,3,1,2,1,1,3,4,4,1,4,1,0,0,1,1,0,0
"75265",22,296,5,2,5,3,1,5,1,1,3,2,4,4,4,1,11,11,1,1,0,1
"75268",37,594,1,5,1,1,1,1,1,1,2,5,3,2,3,1,0,0,0,1,1,0
"75279",17,1085,1,5,2,3,4,2,4,4,3,1,5,5,1,4,5,0,1,1,2,0
"75280",56,1303,3,4,3,2,5,4,4,2,2,3,2,5,2,5,2,0,0,1,0,0
"75282",52,1744,2,4,2,4,3,2,3,3,5,5,5,4,5,3,0,0,1,1,1,0
"75285",38,1276,3,5,3,2,2,3,2,2,4,1,5,3,1,2,0,0,0,1,0,0
"75294",57,137,3,5,3,1,4,3,4,4,2,1,2,4,4,4,0,0,1,1,0,0
"75295",47,594,2,1,2,3,5,2,5,5,3,5,3,4,2,5,0,0,1,1,0,0
"75297",29,1721,2,4,1,4,2,1,2,2,4,2,4,4,5,2,0,0,0,1,0,0
"75299",41,997,3,1,4,2,2,2,2,5,5,4,4,3,5,1,9,0,0,1,1,0
"75300",9,1464,2,5,2,1,4,2,4,4,3,4,4,5,4,4,18,0,0,1,0,0
"75301",13,1849,5,4,5,2,1,5,1,1,1,4,4,4,2,1,0,0,0,1,0,1
"75306",32,946,5,5,5,3,2,5,2,2,5,3,4,2,4,2,0,3,1,1,0,1
"75307",64,1671,2,4,2,3,3,2,3,3,1,4,2,5,1,3,0,0,1,1,0,0
"75309",32,259,2,5,2,5,3,2,1,3,5,5,1,5,1,3,0,0,0,1,1,0
"75311",65,239,2,5,2,1,1,2,1,1,5,4,4,3,5,1,0,0,1,1,0,0
"75315",40,101,1,2,1,3,4,1,4,4,4,4,3,1,3,4,0,0,1,1,0,0
